dbid,subject,experiment,session,condition,lm_scenarios,tm_scenarios,ls_n,lt_n,ts_n,tt_n,d_n,ls_t,lt_t,ts_t,tt_t,d_t,d_t_2,linear_time,triangular_time,draw_time,totalTime,LM_T_M,TM_T_M,DT_T_M,TOTAL_T_M,DIFF_T_M,linear_score,triangular_score,score_diff,time_diff,totalScore,AGE,COUNTRY,LANGUAGE,EDUCATION,MAJOR,GENDER,PREFERENCE,Rater,Graph Type,Graph Description (if other),X Axis,Y Axis,Graph Title,Data Point Labels,X Gridlines,Y Gridlines,Point Triangles,X-Axis Scale,Y-Axis Scale,Flag for Review,Points,DRAW_SCORE,ARF,Select each item that is labelled in the graph,Comments
58e45befd46cc6fa347e5244,0VL0U,reverse,november,3,axis,longmire,4,9,5,8,2,134331,290760,193852,420158,154920,455927,425091,614010,610847,1904601,7.08,10.23,10.18,31.74,-3.15,13,13,0,-188919,28,22,Korea,Other,Fourth,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,time,duration (hrs),James Lab Schedule,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e523f,0YCBK,reverse,november,0,longmire,axis,5,7,2,2,2,111881,330465,271716,518114,117241,584869,442346,789830,702110,2312791,7.37,13.16,11.7,38.55,-5.79,12,4,-8,-347484,18,20,Korea,Other,Third,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular (right angle),,Start and End Time,Duration (in hrs),Patient Scheduling Data,Yes,None,None,No,1/2 hour,15 minutes,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e523d,1RRQY,reverse,november,1,axis,longmire,5,9,4,9,2,155708,404697,269919,437092,79382,1465133,560405,707011,1544515,3224513,9.34,11.78,25.74,53.74,-2.44,14,13,-1,-146606,29,18,INDIA,Other,First,Engineering,Female,the second one (triangular),Evan,Triangular (asymmetric),,Time,Trial,Patient Schedule,Yes,Complete grid,Horizontal,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,Cannot tell if lines are there or if they are erased. Looks like the subject also did shading for overlaps
58e45befd46cc6fa347e5241,2G6DZ,reverse,november,2,axis,longmire,4,6,4,8,2,129293,284502,264132,302969,109471,718112,413795,567101,827583,2147696,6.9,9.45,13.79,35.79,-2.56,10,12,2,-153306,24,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,start/end time,duration (hours),Duration vs Time Graph,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e5236,2LN6K,reverse,november,2,longmire,axis,5,8,1,6,2,175200,478438,630386,436175,166347,1197669,653638,1066561,1364016,3430989,10.89,17.78,22.73,57.18,-6.88,13,7,-6,-412923,22,Deja Armstrong,USA,English,First,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,Time (hours),Duration (hours),Clinical Research Appointment Schedule,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",Looks like this person did shading for overlaps
58e45befd46cc6fa347e5235,4H45F,reverse,november,2,axis,longmire,5,7,4,8,1,174179,391266,273424,422888,83233,1787027,565445,696312,1870260,3455159,9.42,11.61,31.17,57.59,-2.18,12,12,0,-130867,25,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,TIME,Duration,NA,Yes,None,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e5242,5HJKF,experiment,november,0,axis,longmire,3,5,2,1,2,96851,262370,75690,238164,164224,374080,359221,313854,538304,1583562,5.99,5.23,8.97,26.39,0.76,8,3,-5,45367,13,18,India,Other,Second,Social Sciences (incl. CogSci),Male,the first one (linear,Evan,Triangular (right angle),,Start Times,Duration (hours),Patient Appointments,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, Duration, Patient #",
58e45befd46cc6fa347e5246,7ED8L,reverse,november,2,longmire,axis,4,6,1,0,0,153877,556022,510719,689648,57311,1006224,709899,1200367,1063535,3369711,11.83,20.01,17.73,56.16,-8.17,10,1,-9,-490468,11,26,Thailand,English,Fifth,Social Sciences (incl. CogSci),Male,the first one (linear,Evan,Triangular (right angle),possibly right triangular,NA,NA CUT OFF,Schedule,Yes,Pyramid grid,Horizontal,No,1/2 hour,NA CUT OFF,Yes,,0,,Patient #,This could be right triangular I suppose for some points. But for all trial one points they plotted it right on the axis so there was no intersecting lines for start/end
58e45befd46cc6fa347e5250,80TJK,reverse,november,1,axis,longmire,5,8,3,7,2,161811,463014,314205,681414,167612,474415,624825,995619,642027,2671403,10.41,16.59,10.7,44.52,-6.18,13,10,-3,-370794,25,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,time of day,hours,NA CUT OFF,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45befd46cc6fa347e523a,BZOAF,reverse,november,2,longmire,axis,4,7,1,0,1,124055,572562,347159,501296,167567,1087232,696617,848455,1254799,3151566,11.61,14.14,20.91,52.53,-2.53,11,1,-10,-151838,13,19,USA,English,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular (right angle),,time,Hours/Duration,Time Schedule,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,15 minutes,No,,0,,"Duration, Patient #",
58e45befd46cc6fa347e525c,EKNO2,reverse,november,2,axis,longmire,4,10,3,9,2,119162,185967,235376,224068,103317,451205,305129,459444,554522,1591772,5.09,7.66,9.24,26.53,-2.57,14,12,-2,-154315,28,19,USA,English,Second,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,time of day,duration (hour),NA CUT OFF,Yes,Complete grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e523e,FEK1A,reverse,november,2,longmire,axis,5,8,3,8,1,115651,419650,350679,418135,492288,153002,535301,768814,645290,2381243,8.92,12.81,10.75,39.69,-3.89,13,11,-2,-233513,25,23,Korea,Other,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Time,Duration (hr),James' Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e523c,HCU65,experiment,november,2,axis,longmire,4,4,5,4,1,267758,348510,327207,436133,192697,472724,616268,763340,665421,2399964,10.27,12.72,11.09,40,-2.45,8,9,1,-147072,18,21,India,English,Third,Natural Sciences,Male,the second one (triangular),Evan,Triangular,,Time,NA CUT OFF,Patient Schedule,Yes,None,None,Yes,1 hour,1 hour,No,"B1, G3, I4, C1, E2, F3, H3, J4",8,,Patient #,
58e45befd46cc6fa347e523b,R0VCG,reverse,november,3,axis,longmire,3,7,2,0,1,138505,319122,262451,361883,179761,794994,457627,624334,974755,2442081,7.63,10.41,16.25,40.7,-2.78,10,2,-8,-166707,13,20,USA,Other,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Linear Model,(duration on y),Start & End Time,Trial,NA CUT OFF,Yes,None,None,No,1/2 hour,TRIAL,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",This person graphed a linear model except the points were graphed on the end time
58e45befd46cc6fa347e5245,RSWNL,reverse,november,3,axis,longmire,4,9,2,2,1,100592,221268,164027,450716,77566,532462,321860,614743,610028,1784647,5.36,10.25,10.17,29.74,-4.88,13,4,-9,-292883,18,21,Mongolia,Other,Third,Social Sciences (incl. CogSci),Male,the second one (triangular),Evan,Linear Model,(duration on y),Hours,Trial,Trial vs Time,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Patient #, Trial #",
58e45befd46cc6fa347e524c,SM3FW,reverse,november,1,longmire,axis,5,7,4,9,1,198323,545884,286677,742915,654876,313165,744207,1029592,968041,3149783,12.4,17.16,16.13,52.5,-4.76,12,13,1,-285385,26,20,USA,English,Third,Math or Computer Sciences,Male,the second one (triangular),Evan,Triangular,,Time (hr),Duration (hr),Schedule,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #, Trial #",
58e45befd46cc6fa347e5238,T82QM,reverse,november,3,axis,longmire,5,9,4,9,2,171725,430790,274763,774115,161258,933430,602515,1048878,1094688,3212119,10.04,17.48,18.24,53.54,-7.44,14,13,-1,-446363,29,22,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time of Day,Duration (in hours),Patient Appointments,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e5247,UO2T6,reverse,november,2,longmire,axis,5,9,3,9,2,149418,521625,253309,389168,84222,1161083,671043,642477,1245305,3051312,11.18,10.71,20.76,50.86,0.48,14,12,-2,28566,28,19,USA,Other,Second,Biomedical & Health Sciences,Male,the second one (triangular),Evan,Triangular,,Time,Duration (hr),NA CUT OFF,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e524a,WRSTF,reverse,november,3,axis,longmire,4,6,2,3,2,150486,369224,219406,1009156,226209,1140951,519710,1228562,1367160,3418310,8.66,20.48,22.79,56.97,-11.81,10,5,-5,-708852,17,18,USA,Spanish,First,Engineering,Male,the second one (triangular),Evan,Triangular,,Time start/end,Duration,Patient Scheduling,Yes,Complete grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, B1, G3, I4, C1, F3, H3, J4",8,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e5240,Y163Y,reverse,november,3,axis,longmire,5,7,5,9,2,147674,355730,169513,420453,122466,587880,503404,589966,710346,2322299,8.39,9.83,11.84,38.7,-1.44,12,14,2,-86562,28,21,China,Mandarin or Cantonese,Third,Natural Sciences,Male,the second one (triangular),Evan,Triangular,,Start & End t,Duration (h),Triangular Interval Graph,Yes,None,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e5259,YH6KW,reverse,november,2,axis,longmire,4,7,5,10,2,204679,408632,239968,531573,135160,712459,613311,771541,847619,2646096,10.22,12.86,14.13,44.1,-2.64,11,15,4,-158230,28,18,China,Mandarin or Cantonese,First,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,time (hour),duration (hour),Lab Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
